replan_step,i,x1,x2,x3,x4
55,10,0.568188,2.36977,1.01016,-1.15707
55,11,1.34222,1.48116,0.537907,-0.62015
55,12,1.70259,1.07242,0.182838,-0.197334
55,13,1.75003,1.03469,-0.0879538,0.121874
55,14,1.60048,1.25617,-0.211151,0.321092
55,15,1.3934,1.61341,-0.203019,0.393389
55,16,1.21847,2.0061,-0.146841,0.391994
55,17,1.10364,2.38389,-0.0828184,0.363576
55,18,1.0536,2.73085,-0.0172633,0.330353
55,19,1.06989,3.04261,0.0498618,0.293168
55,20,1.15496,3.29843,0.120268,0.218472
55,21,1.25593,3.50672,0.0816769,0.198091
55,22,1.32517,3.70219,0.0568044,0.192856
55,23,1.38131,3.88991,0.0554655,0.182583
55,24,1.44184,4.07244,0.0656082,0.182483
55,25,1.51108,4.25744,0.0728663,0.187507
55,26,1.5829,4.44317,0.0707749,0.183961
55,27,1.653,4.62649,0.0694233,0.182676
55,28,1.72185,4.80981,0.0682724,0.183963
55,29,1.78975,4.99476,0.0675291,0.18594
55,30,1.8568,5.18149,0.0665718,0.187527
55,31,1.92273,5.36956,0.0652875,0.188614
55,32,1.9877,5.55828,0.0646607,0.188816
55,33,2.05234,5.74698,0.0646108,0.188587
55,34,2.11697,5.93549,0.0646462,0.188424
55,35,2.18179,6.12395,0.0650053,0.188508
55,36,2.24693,6.31254,0.0652625,0.188675
55,37,2.31217,6.50122,0.0652146,0.188679
55,38,2.37728,6.68978,0.0650054,0.18843
55,39,2.44225,6.8782,0.0649384,0.188424
55,40,2.50721,7.06665,0.0649821,0.18846
55,41,2.57223,7.25511,0.065058,0.188462
55,42,2.6373,7.44356,0.065087,0.188442
55,43,2.70241,7.632,0.0651297,0.188435
55,44,2.76755,7.82043,0.0651471,0.18843
60,0,-11.2119,13.2822,1.03899,-2.73192
60,1,-10.6766,10.8221,0.0316293,-2.1882
60,2,-12.145,10.1339,-2.96837,0.8118
60,3,-14.2399,11.5991,-1.22148,2.11844
60,4,-14.5706,12.8584,0.560123,0.400257
60,5,-13.7449,12.3634,1.09125,-1.39019
60,6,-12.1686,10.0246,2.06129,-3.28744
60,7,-9.5481,6.52483,3.17975,-3.71214
60,8,-6.70574,3.33242,2.50498,-2.6727
60,9,-4.39725,1.0556,2.11199,-1.88093
60,10,-2.63286,-0.367283,1.4168,-0.964834
60,11,-1.486,-1.01812,0.876926,-0.336849
60,12,-0.842445,-1.14001,0.410185,0.0930818
60,13,-0.608811,-0.919172,0.0570842,0.348592
60,14,-0.675572,-0.524404,-0.190607,0.440943
60,15,-0.947346,-0.0926674,-0.352942,0.422531
60,16,-1.33537,0.282729,-0.423112,0.32826
60,17,-1.73883,0.540882,-0.383794,0.188046
60,18,-2.05165,0.642474,-0.241844,0.0151385
60,19,-2.27161,0.682977,-0.198084,0.0658659
60,20,-2.45206,0.751761,-0.162814,0.0717026
60,21,-2.60556,0.817981,-0.14418,0.0607374
60,22,-2.74371,0.872375,-0.132123,0.0480507
60,23,-2.87211,0.91463,-0.124685,0.0364595
60,24,-2.99802,0.947127,-0.127142,0.0285348
60,25,-3.12666,0.976672,-0.130126,0.0305545
60,26,-3.25534,1.01026,-0.127238,0.0366125
60,27,-3.38337,1.04803,-0.128818,0.0389309
60,28,-3.5133,1.08736,-0.131046,0.0397385
60,29,-3.64484,1.12763,-0.132033,0.0408038
60,30,-3.77693,1.16807,-0.13215,0.0400799
60,31,-3.90912,1.20825,-0.132225,0.0402794
60,32,-4.04134,1.24857,-0.132217,0.0403562
60,33,-4.17366,1.28929,-0.132434,0.0410705
60,34,-4.30627,1.33044,-0.132779,0.0412456
60,35,-4.43909,1.37164,-0.132861,0.041151
60,36,-4.57193,1.4128,-0.132811,0.0411582
60,37,-4.70466,1.45397,-0.132645,0.0411858
60,38,-4.83724,1.49513,-0.132531,0.0411398
60,39,-4.96977,1.53623,-0.132512,0.0410678
60,40,-5.10228,1.57729,-0.132513,0.0410381
60,41,-5.23479,1.61832,-0.132518,0.0410202
60,42,-5.36732,1.65933,-0.132534,0.0409989
60,43,-5.49985,1.70031,-0.132527,0.0409736
60,44,-5.63237,1.74128,-0.132521,0.040954
65,0,-13.7449,12.3635,1.09125,-1.3902
65,1,-13.2923,10.5684,-0.186019,-2.19986
65,2,-14.9783,9.86858,-3.18602,0.800142
65,3,-16.6643,11.1741,-0.186019,1.81094
65,4,-15.6314,12.4793,2.25195,0.799382
65,5,-13.6853,12.0784,1.64017,-1.60122
65,6,-11.9775,9.77203,1.77539,-3.01143
65,7,-9.75448,6.50835,2.67072,-3.51595
65,8,-7.23457,3.39352,2.36908,-2.71371
65,9,-5.00039,0.993031,2.09928,-2.08726
65,10,-3.2079,-0.72001,1.48569,-1.33882
65,11,-2.02751,-1.7518,0.875103,-0.72476
65,12,-1.46454,-2.19875,0.250821,-0.169148
65,13,-1.43975,-2.20927,-0.201223,0.148115
65,14,-1.77216,-2.00411,-0.463613,0.262209
65,15,-2.28085,-1.75262,-0.553766,0.240775
65,16,-2.81758,-1.55279,-0.519685,0.158881
65,17,-3.30371,-1.43411,-0.45257,0.0784862
65,18,-3.72508,-1.39804,-0.390174,-0.00635892
65,19,-4.08244,-1.43937,-0.324553,-0.0763018
65,20,-4.38352,-1.52714,-0.27761,-0.0992376
65,21,-4.65373,-1.62118,-0.262809,-0.0888362
65,22,-4.90671,-1.71821,-0.243155,-0.10523
65,23,-5.14709,-1.81963,-0.237605,-0.097601
65,24,-5.38429,-1.91368,-0.236793,-0.090499
65,25,-5.62161,-2.00322,-0.237845,-0.0885845
65,26,-5.8624,-2.09289,-0.243722,-0.0907658
65,27,-6.10587,-2.18293,-0.243236,-0.0892989
65,28,-6.34907,-2.27123,-0.243145,-0.0873186
65,29,-6.59277,-2.35776,-0.244259,-0.0857269
65,30,-6.83731,-2.44334,-0.244824,-0.0854352
65,31,-7.08256,-2.52884,-0.245689,-0.0855583
65,32,-7.32861,-2.61437,-0.246396,-0.0855188
65,33,-7.57503,-2.69989,-0.24645,-0.0855056
65,34,-7.8214,-2.78533,-0.246289,-0.0853804
65,35,-8.06771,-2.87072,-0.24634,-0.0854097
65,36,-8.31407,-2.95612,-0.24638,-0.0853837
65,37,-8.56043,-3.0415,-0.246338,-0.0853734
65,38,-8.80672,-3.12694,-0.24624,-0.0854993
65,39,-9.05288,-3.21252,-0.246073,-0.0856626
65,40,-9.29894,-3.2982,-0.246054,-0.0857083
65,41,-9.545,-3.3839,-0.246064,-0.0856885
65,42,-9.79107,-3.46958,-0.246076,-0.0856713
65,43,-10.0371,-3.55525,-0.246064,-0.0856702
65,44,-10.2832,-3.64092,-0.246042,-0.0856712
70,0,-13.6853,12.0784,1.64018,-1.60122
70,1,-12.0284,11.0356,1.67369,-0.484349
70,2,-11.8547,12.0512,-1.32631,2.51565
70,3,-13.003,13.7769,-0.97032,0.935689
70,4,-13.1748,14.1437,0.626756,-0.202094
70,5,-11.9224,13.6645,1.8781,-0.756407
70,6,-9.46053,12.5536,3.04563,-1.46529
70,7,-5.89631,10.3914,4.08281,-2.85911
70,8,-2.41498,7.84156,2.87984,-2.24061
70,9,0.0818617,5.72877,2.11385,-1.98497
70,10,1.67935,4.09054,1.08113,-1.29149
70,11,2.44639,3.05914,0.452942,-0.771323
70,12,2.64607,2.56905,-0.0535735,-0.208856
70,13,2.45121,2.61323,-0.336137,0.297214
70,14,2.14933,3.02212,-0.267637,0.520569
70,15,1.94524,3.55495,-0.140527,0.545084
70,16,1.83725,4.0787,-0.075461,0.502428
70,17,1.78199,4.55401,-0.0350606,0.448181
70,18,1.76689,4.976,0.00485489,0.395815
70,19,1.79078,5.35049,0.0429238,0.353159
70,20,1.84625,5.69172,0.0680208,0.329299
70,21,1.92093,6.015,0.0813362,0.317261
70,22,2.00558,6.32871,0.0879665,0.310155
70,23,2.09427,6.63871,0.0894249,0.309847
70,24,2.18995,6.94237,0.10192,0.29747
70,25,2.29377,7.24186,0.105723,0.301519
70,26,2.39899,7.54336,0.104728,0.301483
70,27,2.50324,7.84487,0.103769,0.301537
70,28,2.60645,8.14896,0.102635,0.306647
70,29,2.70887,8.45534,0.102207,0.306114
70,30,2.81012,8.76163,0.100292,0.306461
70,31,2.90989,9.0682,0.0992536,0.306682
70,32,3.00849,9.37522,0.0979535,0.307342
70,33,3.10648,9.68263,0.0980193,0.307483
70,34,3.20467,9.99016,0.098358,0.307577
70,35,3.30313,10.2977,0.098564,0.307561
70,36,3.40165,10.6052,0.0984821,0.307458
70,37,3.50014,10.9127,0.0985021,0.307545
70,38,3.59862,11.2203,0.0984532,0.307529
70,39,3.69705,11.5278,0.0984055,0.307521
70,40,3.79549,11.8353,0.0984823,0.307469
70,41,3.894,12.1428,0.0985363,0.307442
70,42,3.99256,12.4502,0.0985865,0.307426
70,43,4.09116,12.7576,0.0986091,0.307412
70,44,4.18977,13.065,0.0986061,0.307386
75,0,-11.9224,13.6645,1.8781,-0.756411
75,1,-9.36371,13.9159,3.23932,1.25928
75,2,-7.62439,16.2464,0.239322,3.40172
75,3,-8.88506,18.1482,-2.76068,0.401724
75,4,-11.1889,17.0697,-1.84696,-2.5587
75,5,-11.5358,14.6637,1.15304,-2.25329
75,6,-8.96004,12.363,3.99855,-2.34814
75,7,-4.99464,9.63555,3.93225,-3.10668
75,8,-1.62246,6.89276,2.8121,-2.3789
75,9,0.696537,4.81621,1.8259,-1.7742
75,10,2.15948,3.39769,1.09998,-1.06284
75,11,3.00729,2.60667,0.595641,-0.5192
75,12,3.43353,2.30103,0.256837,-0.0920808
75,13,3.59091,2.35612,0.0579317,0.20226
75,14,3.59888,2.65752,-0.0419956,0.400553
75,15,3.55179,3.10961,-0.0521802,0.503611
75,16,3.52588,3.628,0.000345272,0.533174
75,17,3.56877,4.1527,0.085449,0.516229
75,18,3.6903,4.65423,0.15761,0.486836
75,19,3.88983,5.11155,0.241443,0.427796
75,20,4.15863,5.51641,0.29616,0.381926
75,21,4.46963,5.86426,0.325841,0.31378
75,22,4.77103,6.17514,0.276956,0.307978
75,23,5.04486,6.48545,0.270712,0.312648
75,24,5.31426,6.79929,0.268084,0.315015
75,25,5.582,7.11184,0.267385,0.310098
75,26,5.84936,7.42024,0.267338,0.306686
75,27,6.11526,7.72792,0.264459,0.308685
75,28,6.37827,8.0384,0.261576,0.312269
75,29,6.63981,8.3517,0.261494,0.314329
75,30,6.90149,8.66642,0.261869,0.315127
75,31,7.16385,8.98138,0.262858,0.314783
75,32,7.42625,9.29629,0.26193,0.31504
75,33,7.68801,9.61146,0.261586,0.315298
75,34,7.94954,9.92689,0.261489,0.315558
75,35,8.21094,10.2424,0.261297,0.315503
75,36,8.47218,10.5578,0.261195,0.315339
75,37,8.73342,10.8732,0.261285,0.315326
75,38,8.99476,11.1885,0.261385,0.315291
75,39,9.25614,11.5038,0.261378,0.31526
75,40,9.51752,11.819,0.261393,0.315228
75,41,9.77893,12.1342,0.261426,0.315206
75,42,10.0404,12.4494,0.261465,0.315179
75,43,10.3019,12.7646,0.261494,0.31515
75,44,10.5634,13.0797,0.261508,0.315148
80,0,-11.5359,14.6637,1.15305,-2.2533
80,1,-10.4361,12.9522,1.04653,-1.16978
80,2,-10.8895,13.2824,-1.95347,1.83022
80,3,-12.6072,14.1059,-1.48192,-0.183248
80,4,-13.4328,13.059,-0.169227,-1.91043
80,5,-12.7662,11.0522,1.50238,-2.10324
80,6,-11.0189,8.76374,1.99226,-2.4737
80,7,-8.82338,5.73762,2.3988,-3.57853
80,8,-6.58262,2.45991,2.08273,-2.9769
80,9,-4.60608,-0.322346,1.87035,-2.58761
80,10,-2.98601,-2.46834,1.36977,-1.70438
80,11,-1.92172,-3.82327,0.758811,-1.00547
80,12,-1.46272,-4.57088,0.159183,-0.489758
80,13,-1.50827,-4.9327,-0.250279,-0.233875
80,14,-1.86437,-5.11358,-0.46191,-0.127888
80,15,-2.35835,-5.22784,-0.52606,-0.100631
80,16,-2.86955,-5.34325,-0.496327,-0.130196
80,17,-3.32752,-5.50326,-0.419628,-0.189824
80,18,-3.71031,-5.71037,-0.345942,-0.224383
80,19,-4.03604,-5.9448,-0.305516,-0.244488
80,20,-4.32255,-6.23168,-0.267506,-0.329273
80,21,-4.57487,-6.56877,-0.23714,-0.344896
80,22,-4.80622,-6.91641,-0.22555,-0.350385
80,23,-5.02714,-7.27037,-0.216289,-0.35754
80,24,-5.2428,-7.62729,-0.215026,-0.356302
80,25,-5.46626,-7.97832,-0.231895,-0.345748
80,26,-5.69796,-8.3207,-0.231505,-0.33902
80,27,-5.92776,-8.65848,-0.228097,-0.336528
80,28,-6.15689,-8.99301,-0.230165,-0.33253
80,29,-6.38608,-9.32948,-0.228216,-0.340428
80,30,-6.61508,-9.67062,-0.229791,-0.341834
80,31,-6.84544,-10.0122,-0.230917,-0.341323
80,32,-7.07696,-10.353,-0.232136,-0.340276
80,33,-7.30929,-10.6929,-0.232508,-0.33946
80,34,-7.54179,-11.0322,-0.232503,-0.339184
80,35,-7.7742,-11.3713,-0.232324,-0.339028
80,36,-8.00651,-11.7103,-0.232296,-0.339031
80,37,-8.23881,-12.0494,-0.232292,-0.339177
80,38,-8.47108,-12.3887,-0.232261,-0.339369
80,39,-8.70332,-12.7281,-0.2322,-0.339424
80,40,-8.93549,-13.0675,-0.232141,-0.339423
80,41,-9.16761,-13.4069,-0.232116,-0.339402
80,42,-9.39971,-13.7463,-0.232079,-0.339411
80,43,-9.63179,-14.0858,-0.23208,-0.339416
80,44,-9.86387,-14.4252,-0.232085,-0.339419
85,0,-12.7663,11.0522,1.50237,-2.10324
85,1,-11.5655,9.90108,0.899089,-0.199059
85,2,-12.1664,11.202,-2.10091,2.80094
85,3,-13.3474,12.8472,-0.261005,0.489444
85,4,-12.669,12.7978,1.61781,-0.588233
85,5,-11.1466,11.1482,1.42688,-2.711
85,6,-9.27359,8.51171,2.31923,-2.562
85,7,-6.78938,5.72207,2.64919,-3.01728
85,8,-4.35407,2.85927,2.22141,-2.70831
85,9,-2.39668,0.356039,1.69338,-2.29816
85,10,-1.02651,-1.62847,1.04695,-1.67087
85,11,-0.226672,-3.03359,0.552727,-1.13936
85,12,0.136085,-3.95599,0.172786,-0.705438
85,13,0.170092,-4.49223,-0.104772,-0.367058
85,14,-0.00183239,-4.76886,-0.239078,-0.186203
85,15,-0.24922,-4.92554,-0.255697,-0.127151
85,16,-0.487048,-5.05888,-0.21996,-0.139523
85,17,-0.683123,-5.21823,-0.172189,-0.179187
85,18,-0.829859,-5.42332,-0.121283,-0.230987
85,19,-0.93456,-5.67821,-0.0881187,-0.278784
85,20,-1.01461,-5.97069,-0.071983,-0.306186
85,21,-1.08162,-6.28113,-0.0620274,-0.314702
85,22,-1.14095,-6.59757,-0.0566408,-0.318169
85,23,-1.19473,-6.91945,-0.0509099,-0.32559
85,24,-1.24255,-7.24754,-0.0447412,-0.3306
85,25,-1.28827,-7.57701,-0.0466935,-0.32834
85,26,-1.33726,-7.90626,-0.051281,-0.330142
85,27,-1.38962,-8.23718,-0.0534433,-0.331713
85,28,-1.44299,-8.56907,-0.0532927,-0.332055
85,29,-1.49636,-8.90034,-0.0534521,-0.330485
85,30,-1.55003,-9.2298,-0.0538866,-0.328449
85,31,-1.60403,-9.55778,-0.0541285,-0.327506
85,32,-1.65824,-9.8851,-0.0542734,-0.327128
85,33,-1.71257,-10.2121,-0.0543991,-0.326958
85,34,-1.76699,-10.5391,-0.0544364,-0.327003
85,35,-1.82146,-10.8662,-0.054506,-0.327083
85,36,-1.87597,-11.1933,-0.0545177,-0.327141
85,37,-1.93049,-11.5204,-0.0545227,-0.327191
85,38,-1.98502,-11.8476,-0.0545381,-0.327199
85,39,-2.03949,-12.1748,-0.0543958,-0.327137
85,40,-2.09389,-12.5019,-0.0543944,-0.327122
85,41,-2.14829,-12.8291,-0.0544146,-0.327155
85,42,-2.2027,-13.1562,-0.0544062,-0.327198
85,43,-2.25711,-13.4835,-0.0544063,-0.327218
85,44,-2.3115,-13.8107,-0.0543766,-0.327241
